sno,latitude,longitude,day_of_year,seconds_of_day
500113032,25.03253,121.49549,129,25204
500113033,25.02021,121.50376,130,19742
500113034,25.04662,121.50717,130,18601
500113035,25.04441,121.50541,130,18842
500113036,25.0417,121.49992,130,6604
500113037,25.04369,121.5018,130,11522
500113038,25.04099,121.50769,130,14881
500113039,25.03771,121.50662,130,19203
500113040,25.03535,121.49938,130,18302
500113041,25.0355,121.49541,130,19442
500113042,25.03852,121.49881,130,16742
500113043,25.03792,121.50177,130,10622
500113044,25.03364,121.50322,130,17942
500113045,25.03394,121.50117,130,19322
500113046,25.03509,121.50199,130,17343
500113047,25.04445,121.50306,130,14762
500113048,25.04551,121.50318,130,18421
500113049,25.04345,121.50841,130,18735
500113050,25.0403,121.50197,130,19322
500113051,25.02376,121.49986,129,85803
500113052,25.02533,121.4996,130,3182
500113053,25.03517,121.49048,130,6122
500113054,25.03119,121.48858,129,82804
500113055,25.0271,121.49775,130,15181
500113056,25.03606,121.49163,129,83897
500113057,25.03731,121.49526,130,18781
500113058,25.03302,121.4931,130,18842
500113059,25.03035,121.49228,130,18362
500113060,25.01796,121.49988,130,22455
500113061,25.0286,121.48908,130,17822
500113062,25.03646,121.50492,130,16575
500113063,25.04776,121.50612,130,15542
500113064,25.03811,121.50362,130,17402
500113065,25.02926,121.49936,130,18902
500113066,25.02273,121.50271,130,10383
500113068,25.03548,121.50026,130,18302
500113069,25.0317,121.50033,130,13022
500113070,25.0287,121.49156,130,18601
500113071,25.01975,121.4992,130,12482
500113072,25.02768,121.49134,130,21974
500113073,25.01979,121.5009,130,19203
500113074,25.03348,121.50445,130,4
500113075,25.02039,121.4927,130,9363
500113077,25.0232,121.50028,130,18362
500113078,25.02005,121.50429,130,5041
500113079,25.02114,121.50265,130,15002
500113080,25.01907,121.50219,130,19442
500113081,25.03062,121.49021,130,19322
500113083,25.03338,121.49267,130,19742
500113085,25.0301,121.49324,130,21317
500113086,25.02406,121.49639,130,19695
500113087,25.02263,121.50154,129,83403
500113088,25.03174,121.49502,130,14762
500113089,25.03614,121.50625,130,4936
500113090,25.02901,121.49659,129,81604
500113091,25.02677,121.50283,130,13022
500119005,25.01493,121.53044,130,14281
500119006,25.01466,121.52917,130,13382
500119007,25.01411,121.52997,130,9603
500119008,25.01391,121.52895,130,19754
500119009,25.01525,121.53009,130,20057
500119043,25.01729,121.54531,130,8461
500119044,25.01415,121.53767,130,12604
500119045,25.01839,121.53404,129,85803
500119046,25.01355,121.53673,130,5462
500119047,25.01761,121.53844,130,4454
500119048,25.01547,121.53436,130,12482
500119049,25.01981,121.53903,130,16457
500119050,25.01846,121.5376,130,16335
500119051,25.01616,121.54251,130,10263
500119052,25.01857,121.54059,130,18016
500119053,25.02108,121.53783,130,18977
500119054,25.01941,121.5404,130,17116
500119055,25.01793,121.53585,130,19335
500119056,25.01627,121.53535,130,20416
500119057,25.01666,121.53718,130,16035
500119058,25.0198,121.53583,130,19216
500119059,25.01595,121.53791,130,13575
500119060,25.01566,121.53786,130,9782
500119061,25.01511,121.53786,130,6242
500119062,25.01345,121.53798,129,52203
500119063,25.01603,121.53635,129,74295
500119064,25.01754,121.54398,130,17702
500119065,25.01699,121.53574,130,3722
500119066,25.02157,121.53633,130,4982
500119067,25.02053,121.54145,130,17881
500119068,25.01987,121.54175,130,16995
500119069,25.02074,121.53906,130,17357
500119070,25.01561,121.53583,130,13262
500119071,25.02036,121.53992,130,17402
500119072,25.01881,121.53868,130,16636
500119074,25.01548,121.53825,130,13456
500119075,25.01761,121.53995,130,18063
500119076,25.01922,121.54195,130,17834
500119077,25.0189,121.536,129,62356
500119078,25.01704,121.53888,130,4696
500119079,25.01698,121.53455,130,8235
500119080,25.01539,121.53686,129,64577
500119081,25.01337,121.53909,130,3782
500119082,25.01703,121.53781,130,16216
500119083,25.0196,121.53846,129,74055
500119084,25.01854,121.54309,130,16575
500119085,25.01857,121.54247,130,16694
500119086,25.01804,121.53928,130,16874
500119087,25.0169,121.54031,130,2714
500119088,25.01995,121.54347,130,15542
500119089,25.01791,121.54242,130,8404
500119090,25.02112,121.53591,130,19095
500119091,25.01816,121.54469,130,12604
500119092,25.01436,121.53828,130,13816
500119093,25.01467,121.53765,130,3182
500119094,25.01479,121.53494,130,12782
500119095,25.01944,121.54339,130,16817
500119096,25.01547,121.52892,130,5342
500119097,25.0182,121.53476,129,84004
